id,tier,category,subcategory,source,publisher,url,covers,unit_type,geo_granularity,cadence,lag,format,access_method,all_bidders_or_awarded,history_depth,license,verification,verification_note,notes
A36,2,state,material_index_asphalt_fuel,WV: WVDOH monthly material indices (fuel; asphalt; cement) — trade-association republication,WV DOT,https://www.asphaltwv.com/2026/06/25/wvdoh-july-2026-material-indices/,fuel $/gal; asphalt $/ton; cement $/ton,$/ton $/gal index,statewide,monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (mirror),official page not found
A37,2,state,material_index_asphalt_fuel,RI: RIDOT liquid asphalt + diesel postings,RI DOT,https://www.dot.ri.gov/business/contractorsandconsultants.php,liquid asphalt $/ton; diesel $/gal,$/ton $/gal index,statewide,~monthly,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified,
A38,2,state,material_index_asphalt_fuel,US: FHWA Federal Lands EFL/CFL price indexes,US DOT,https://highways.dot.gov/federal-lands/business/escalation-factors/efl-price-indexes,escalation factors,$/ton $/gal index,EFL/CFL divisions,?,~1 month,HTML,download/scrape,n/a,varies,public record,VERIFIED-URL,verified (URL),
P01,2,state,prevailing_wage,AK: Alaska DOLWD Pamphlet 600,AK,https://labor.alaska.gov/lss/forms/Pamphlet_600_Issue_52.pdf,Prevailing wage by craft,$/hr,2 regions,~2x/yr (Apr & Sep); Issue 52 eff. 2026-04-01,—,PDF,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: fringe separate
P02,2,state,prevailing_wage,MD: Maryland DLLR prevailing wage rates (XLSX + lookup),MD,https://labor.maryland.gov/labor/prev/prevrevisedprevailingrates-20250410.xlsx,Prevailing wage by craft,$/hr,23 counties + Baltimore City; Building vs Highway,annual determinations,—,XLSX + web lookup,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: fringe separate
P03,2,state,prevailing_wage,DE: Delaware DOL prevailing wage determination,DE,https://labor.delaware.gov/divisions/industrial-affairs-old/labor-law/,Prevailing wage by craft,$/hr,3 counties,annual survey; by Mar 15,—,PDF,download,n/a,varies,public record,NOT-FOUND,rate-schedule URL not found,Fringe: fringe separate
P04,2,state,prevailing_wage,RI: Rhode Island DLT (adopts federal Davis-Bacon; adjusts Jul 1),RI,https://dlt.ri.gov/regulation-and-safety/prevailing-wage/prevailing-wage-faq,Prevailing wage by craft,$/hr,county via DB,annual Jul 1,—,SAM.gov,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: —
P05,2,state,prevailing_wage,MO: Missouri Annual Wage Order (county-parameterized app),MO,https://laborwebapps.mo.gov/dls/prevailingwage,Prevailing wage by craft,$/hr,county × occupation,annual; AWO 33 eff. 2026-05-29,—,web -> PDF,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: —
P06,2,state,prevailing_wage,NM: New Mexico DWS prevailing wage schedules (Types A/B/C/H + zone pay),NM,https://www.srca.nm.gov/parts/title11/11.001.0002.html,Prevailing wage by craft,$/hr,4 schedule types,set by Oct 1; eff. Jan 1,—,PDF,download,n/a,varies,public record,NOT-FOUND,schedule PDFs not found,Fringe: fringe separate
P07,2,state,prevailing_wage,MT: Montana DLI prevailing wage rate books (Building/Heavy/Highway/NCS),MT,https://erd.dli.mt.gov/labor-standards/public-contracts-prevailing-wage-law/,Prevailing wage by craft,$/hr,multi-county districts,annual survey; prelim then final,—,PDF,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: itemized incl. zone/per diem
P08,2,state,prevailing_wage,ME: MaineDOL prevailing wage (region-based from 2026),ME,https://www.maine.gov/labor/docs/2026/laborstats/prevailingwage/Statewide/2026%20B2%20Statewide.pdf,Prevailing wage by craft,$/hr,region,annual; eff. Jan 10 2026,—,PDF,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: —
P09,2,state,prevailing_wage,VT: Vermont state construction prevailing wage (OEWS mean + 42.5% fringe),VT,https://vtlmi.labor.vermont.gov/stateconstrprevailwage.pdf,Prevailing wage by craft,$/hr,3 areas,annual Jul 1,—,PDF,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: flat 42.5%
P10,2,state,prevailing_wage,MI: Michigan LEO prevailing wage (reinstated eff. 2024-02-13; per-county PDFs),MI,https://www.michigan.gov/leo/bureaus-agencies/ber/wage-and-hour/prevailing-wage,Prevailing wage by craft,$/hr,county,rolling per CBA,—,PDF per county (predictable path),download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: combined wage+fringe
P11,2,state,prevailing_wage,CO: Colorado CDLE prevailing wage (≥$500k; determinations reportedly via Office of State Architect),CO,https://cdle.colorado.gov/dlss-home-page/wage-and-hour-law/prevailing-wages,Prevailing wage by craft,$/hr,county,annual Jul 1,—,PDF,download,n/a,varies,public record,NOT-FOUND,rate tables not found,Fringe: —
P12,2,state,prevailing_wage,VA: Virginia DOLI prevailing wage (statewide determination from federal DB; >$250k; eff. 2021-05-01),VA,https://doli.virginia.gov/programs/labor-law/prevailing-wage-law/,Prevailing wage by craft,$/hr,statewide via DB,follows DB,—,—,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: —
P13,2,state,prevailing_wage,TN: Tennessee Prevailing Wage Commission highway rates,TN,https://www.tn.gov/content/dam/tn/workforce/documents/pwc/2025-Highway-Prevailing-Wage-Rates.pdf,Prevailing wage by craft,$/hr,statewide; highway only,calendar year,—,PDF,download,n/a,varies,public record,PARTIAL,verified (2026 URL not found),Fringe: —
P14,2,state,prevailing_wage,FL: Miami-Dade Responsible Wages & Benefits (Building + Heavy schedules),FL,https://www.miamidade.gov/resources/management/documents/2026-rwb-building-schedule.pdf,Prevailing wage by craft,$/hr,county,annual Jan 1; >$100k,—,PDF,download,n/a,varies,public record,VERIFIED-URL,verified,Fringe: base + fringe columns
M01,2,state,assessor_cost_manual,OR: Oregon DOR Cost Factors for Residential Buildings (150-303-419) with county Local Cost Multipliers,OR,https://www.oregon.gov/dor/forms/FormsPubs/303-419-05.pdf,Per-SF replacement cost tables / multipliers,$/SF,state base + county LCM,rev. 10-15-24,—,PDF,download,n/a,—,public record (vendor caveats),VERIFIED-URL,verified,Best free find; companion manufactured-structure and farm books; commercial book not found
M02,2,state,assessor_cost_manual,IL: Illinois DOR Publication 123 (residential) & 126 (commercial) cost schedules with local cost factor,IL,https://tax.illinois.gov/content/dam/soi/en/web/tax/research/publications/pubs/documents/pub-123.pdf,Per-SF replacement cost tables / multipliers,$/SF,central-IL base × local cost factor,Pub 126 Jan 2020,—,PDF,download,n/a,—,public record (vendor caveats),VERIFIED-URL,verified,Pub 126 https://tax.illinois.gov/content/dam/soi/en/web/tax/research/publications/pubs/documents/pub-126.pdf
M03,2,state,assessor_cost_manual,MT: Montana DOR Res/Comm/Ind Property Valuation Manual 2025-2026 (state-published; M&S-derived),MT,https://revenuefiles.mt.gov/files/DOR-Publications/Property-Reappraisal-Plan-and-Manuals/2025-2026-Res-Comm-Indust-Manual.pdf,Per-SF replacement cost tables / multipliers,$/SF,statewide,biennial,—,PDF,download,n/a,—,public record (vendor caveats),VERIFIED-URL,verified,M&S copyright caveat
M04,2,state,assessor_cost_manual,NJ: New Jersey Real Property Appraisal Manual (3rd ed.; 2021 update; farm-building supplement confirmed),NJ,https://www.nj.gov/agriculture/divisions/md/pdf/RealPropertyManual.pdf,Per-SF replacement cost tables / multipliers,$/SF,statewide,2021,—,PDF,download,n/a,—,public record (vendor caveats),PARTIAL,partially verified,main volume availability unconfirmed
M05,2,state,assessor_cost_manual,multi: Vendor-mandated assessor cost sources: SD (M&S 2013 / Vanguard 2008 by rule); NE (Marshall Valuation Service); OK (OTC contracts M&S); UT (M&S Estimator); KS (M&S via Orion CAMA); ID; WA DOR (M&S trend factors),multi,https://sdlegislature.gov/api/Rules/Archived/653.pdf,Per-SF replacement cost tables / multipliers,$/SF,state,—,—,PDF/rules,download,n/a,—,public record (vendor caveats),VERIFIED-URL,verified,Do not republish M&S-derived tables
M06,2,state,assessor_cost_manual,multi: Unresolved assessor manuals: GA APM (points to M&S); AL 2015 Appraisal Manual (URL not found); MS DOR manual (mandated §27-35-50; URL not found); CO ARL Vol 3 (free; cost tables unverified); NY ORPTS (schedules inside RPS); MO STC; MN PTA manual; AR; LA; ND,multi,https://arl.colorado.gov/volume-3-real-property-valuation-manual-all-chapters,Per-SF replacement cost tables / multipliers,$/SF,state,—,—,PDF/HTML,download,n/a,—,public record (vendor caveats),UNVERIFIED,,Follow-up needed
L01,2,state,lihtc_cost_data,WA: WSHFC Affordable Housing Cost Data Report FY2024-25,WA,https://wshfc.org/admin/20251219BlacklineWSHFCCostDataReportFY2024-25.pdf,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project-level dev costs,annual,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L02,2,state,lihtc_cost_data,TX: TDHCA 9% HTC application logs (XLSX),TX,https://tdhca.texas.gov/competitive-9-housing-tax-credits,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project,annual,—,XLSX,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L03,2,state,lihtc_cost_data,CA: CTCAC project data (Excel) + cost containment,CA,https://www.treasurer.ca.gov/ctcac/projects,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project/city/county,ongoing,—,XLSX,download,n/a,varies,public,PARTIAL,verified (cost fields unverified),Calibration for multifamily $/unit
L04,2,state,lihtc_cost_data,FL: FHFC credit underwriting reports (dev cost tables),FL,https://www.floridahousing.org/docs/default-source/data-docs-and-reports/boardpackages/2018/june-15/consent-items/SAIL_Ex_F.pdf,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project,per board mtg,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified (URL),Calibration for multifamily $/unit
L05,2,state,lihtc_cost_data,MN: MN Housing Cost Containment Report 2024,MN,https://mnhousing.gov/documents/52434/2024-cost-containment-report-final-11132024/view,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,aggregate (~$273k/unit),annual,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L06,2,state,lihtc_cost_data,NV: Nevada Housing Division LIHTC applications received (units; TDC),NV,https://housing.nv.gov/uploadedFiles/housingnvgov/content/programs/LIH/2014LIHTCAppsRcd20140507.pdf,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project/city,annual,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L07,2,state,lihtc_cost_data,NY: NYC Open Data LIHTC awarded by HPD (project & building),NY,https://data.cityofnewyork.us/Housing-Development/Low-Income-Housing-Tax-Credits-Awarded-by-HPD-Proj/p8i7-ix2s,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project,ongoing,—,Socrata,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L08,2,state,lihtc_cost_data,US: GAO-18-637 LIHTC development cost appendix (12 agencies; 2011-2015; median $204k/unit),US,https://www.gao.gov/products/gao-18-637,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project/agency,2018,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L09,2,state,lihtc_cost_data,"US: Abt/NCSHA Variation in Development Costs for LIHTC Projects (2018; 2,500+ properties)",US,https://www.ncsha.org/wp-content/uploads/2018/09/Final-LIHTC-Costs-Analysis_2018_08_31.pdf,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project/regional,one-off,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L10,2,state,lihtc_cost_data,CA: Terner Center Cost of Building Housing series; LIHTC prevailing wage analysis (+$94k/unit),CA,https://ternercenter.berkeley.edu/research-and-policy/the-cost-of-building-housing-series/,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project,series,—,PDF,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
L11,2,state,lihtc_cost_data,multi: Other HFA award pages (CO CHFA; GA DCA scoring data; VA application archive; MI MSHDA; WI WHEDA; IL IHDA QAP per-SF limits; AZ; PA; OH; NJ) — cost fields unconfirmed,multi,https://www.chfainfo.com/rental-housing/housing-credit/awards,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project,annual,—,HTML/PDF/XLSX,download,n/a,varies,public,PARTIAL,partially verified,Calibration for multifamily $/unit
L12,2,state,lihtc_cost_data,US: HUD LIHTC Database (no development cost fields),US,https://www.huduser.gov/portal/datasets/lihtc/property.html,Affordable housing development cost (TDC; hard cost; per unit),$/unit $/SF,project,periodic,—,CSV,download,n/a,varies,public,VERIFIED-URL,verified,Calibration for multifamily $/unit
F54,1,federal,unit_price_civil,FHWA Federal Lands Highway Bid Unit Price Analysis (EEBACS) + Federal Lands bid tabulations,FHWA FLH,https://highways.dot.gov/federal-lands/construction/eebacs/bid-unit-price-analysis,Unit bid price analysis for Federal Lands projects; bid tabs,$/unit,FLH divisions (EFL/CFL/WFL),per letting,—,HTML/PDF,download,verify,—,public domain,VERIFIED-URL,verified (URL),Bid tabs https://highways.dot.gov/federal-lands/business/construction-contracting/bids
B01,2,commercial_bids,trade_level_bid_results,NY Wicks Law separate trade bids (GML §101),NY,https://www.nyconstructionlaw.com/wicks-law/,Separate plumbing/HVAC/electrical/GC bids > $3M NYC / $1.5M suburbs / $500k upstate,statute,state,—,—,HTML,—,n/a,—,public,VERIFIED-URL,verified,
B02,2,commercial_bids,trade_level_bid_results,SUNY Construction Fund bid opening results report,SUCF,https://appls.sucf.suny.edu/public/BidReports/BidOpeningResultsRpt.cfm?fileType=pdf,Multi-prime bid openings (e.g. four prime contracts) with all bidders,lump sum per prime,project,continuous,—,PDF/HTML,download,all bidders,rolling (older in NYS Contract Reporter),public,VERIFIED-URL,verified,
B03,2,commercial_bids,trade_level_bid_results,DASNY bid results & awards,DASNY,https://www.dasny.org/opportunities/bid-results-and-awards,Contractors + bid amounts 48 hrs after opening; Wicks trade contracts,lump sum,project,per opening,—,HTML,download,all bidders,archive,public,VERIFIED-URL,verified,
B04,2,commercial_bids,trade_level_bid_results,NY OGS contractor bid results (Design & Construction),NY OGS,https://ogs.ny.gov/contractor-bid-results,Bid results per contract; PDFs archived by year,lump sum,project,per opening,—,HTML+PDF,download,all bidders,multi-year,public,VERIFIED-URL,verified,
B05,2,commercial_bids,trade_level_bid_results,NYC DCAS citywide bid tabulations,NYC DCAS,https://www.nyc.gov/site/dcas/business/citywide-bid-tabulations-2025.page,Construction bid tabs (GC; elevator modernization; façade) with line items,lump sum + line items,project,continuous,—,PDF,download,all bidders,2019+,public,VERIFIED-URL,verified,
B06,2,commercial_bids,trade_level_bid_results,NYC SCA bid tabulation lookup,NYC SCA,http://nycsca.org/Footer/BID,Bidders per solicitation,—,project,per opening,—,HTML,lookup,all bidders,?,public,PARTIAL,partially verified (amounts unverified),
B07,2,commercial_bids,trade_level_bid_results,PA Separations Act (71 P.S. §1618),PA,https://codes.findlaw.com/pa/title-71-ps-state-government/pa-st-sect-71-1618/,"Separate plumbing/heating/ventilating/electrical bids > $4,000 on public work",statute,state,—,—,HTML,—,n/a,1913+,public,VERIFIED-URL,verified,
B08,2,commercial_bids,trade_level_bid_results,PA DGS eMarketplace Bid Tabs,PA DGS,https://www.emarketplace.state.pa.us/BidTabs.aspx,All bidders + amounts per separate prime; posted within 2 days,lump sum per trade prime,project,continuous,—,HTML+attachments,search,all bidders,?,public,VERIFIED-URL,verified,
B09,2,commercial_bids,trade_level_bid_results,Penn State OPP bid results / trade bid packages,Penn State,https://www.opp.psu.edu/planningdesignconstruction/project-bidsproposals/bid-results,Bid tab per trade package (General; Plumbing & Equipment; Roof; …) + awardee,lump sum per package,project,per package,—,HTML+files,download,all bidders,?,public,VERIFIED-URL,verified,Not posted when CM/DB holds trade contract; https://www.opp.psu.edu/tradebid-packages
B10,2,commercial_bids,trade_level_bid_results,WI single prime with filed MEP sub-bids (§16.855) — DOA DFD bid tabs,WI DOA,https://wisbuildnet.doa.state.wi.us/public/bidlist_public_past.aspx,MEP sub-bid tabulations posted within 48 hrs + single-prime totals; past-projects archive,lump sum per M/E/P,project,per opening,—,bid tab files,download,all bidders,multi-year,public,VERIFIED-URL,verified,Threshold $600k (2023 Act 19); current list https://wisbuildnet.wisconsin.gov/public/bidlist_public.aspx
B11,2,commercial_bids,trade_level_bid_results,MA filed sub-bid law (c.149 §44F) — DCAMM bid/sub-bid responses via Bid Express,MA DCAMM,https://www.mass.gov/how-to/view-dcamm-bidrfqrfp-responses,18 filed sub-bid classes (roofing; metal windows; waterproofing; misc iron; lath/plaster; acoustical; marble; tile; terrazzo; resilient; glazing; painting; plumbing; HVAC; electrical; elevators; masonry; sprinkler): trade × sub × amount × alternates,lump sum per class,project,per opening,—,Bid Express (free registration),download,all sub-bidders,?,public,VERIFIED-URL,verified,Statute https://codes.findlaw.com/ma/part-i-administration-of-the-government-ch-1-182/ma-gen-laws-ch-149-sect-44f/
B12,2,commercial_bids,trade_level_bid_results,Illinois Capital Development Board solicitation results,IL CDB,https://webapps.illinois.gov/CDB/Fiscal/Public/BidInformation/SolicitationResults/,Bid opening results by CDB work category,lump sum,project,continuous,—,HTML,download,all bidders,unofficial results ~1 month (poll),public,VERIFIED-URL,verified,Chicago https://cdbpublic2.cdb.state.il.us/cdbdev/site/cdbbiz?WSLOAD=BTChi
B13,2,commercial_bids,trade_level_bid_results,NC State Construction Office / eVP final bid tabulations,NC DOA,https://www.doa.nc.gov/divisions/state-construction-office/reports,Final tabs include pricing for all responding vendors (posting mandatory),lump sum,project,per solicitation,—,eVP portal,download,all bidders,?,public,VERIFIED-URL,verified,
B14,2,commercial_bids,trade_level_bid_results,Ohio OFCC bids & RFQs (multi-prime still used; same-day posting); OSU FOD bids,OFCC / OSU,https://ofcc.ohio.gov/project-opportunities/bids-rfqs/bids-rfqs,Bid results per contract,lump sum,project,same day,—,HTML+PDF,download,all bidders,?,public,VERIFIED-URL,verified,OSU https://fod.osu.edu/bids
B15,2,commercial_bids,trade_level_bid_results,Delaware §6962 named-subcontractor listing; bids.delaware.gov,DE,https://law.justia.com/codes/delaware/title-29/chapter-69/subchapter-iv/section-6962/,Sub names per category on every bid (no prices),—,project,per bid,—,HTML,—,n/a,—,public,VERIFIED-URL,verified,
B16,2,commercial_bids,trade_level_bid_results,Louisiana DOA Facility Planning & Control bid tabulation sheets,LA DOA FPC,https://www.doa.la.gov/doa/fpc/project-administration-state/construction-bid-advertisements-and-results/,Bid tab PDFs incl. mech/elec packages; base + alternates; stable URLs,lump sum + alternates,project,per bid date,—,PDF,download,all bidders,2019–2026,public,VERIFIED-URL,verified,
B17,2,commercial_bids,trade_level_bid_results,University of Kentucky construction bid tabulations,UK,https://purchasing.uky.edu/bid-tabulations-construction-projects,All bidders; base + additive alternates; owner estimate,lump sum,project,continuous,—,PDF,download,all bidders,multi-year,public,VERIFIED-URL,verified,
B18,2,commercial_bids,trade_level_bid_results,University of Iowa Build UI bids / tabulations,U Iowa,https://buildui.facilities.uiowa.edu/buildui/bids,Tabulation of bids with alternates,lump sum,project,per opening,—,PDF (signed S3),download,all bidders,2025–26,public,VERIFIED-URL,verified,
B19,2,commercial_bids,trade_level_bid_results,Western Washington University per-package bid tabulations (GC/CM),WWU,https://fdo.wwu.edu/pw758-eecs-all-bid-tabulations,Separate tab per subcontract bid package (e.g. Structural Concrete),lump sum per trade package,project,per package,—,HTML+files,download,all sub bidders,archived,public,VERIFIED-URL,verified,WA GC/CM: 70% of sub work competitively bid
B20,2,commercial_bids,trade_level_bid_results,Michigan DTMB construction bid results; University of Michigan AEC; University of Washington; UNI; Iowa State,various,https://www.michigan.gov/dtmb/procurement/design-and-construction/pro-and-construction-contractors/construction-bid-results,Bid results pages,lump sum,project,continuous,—,HTML,download,all bidders,?,public,VERIFIED-URL,verified (URLs),
B21,2,commercial_bids,trade_level_bid_results,Chicago Housing Authority bid tabulations,CHA,https://www.thecha.org/contracting-opportunities/bid-tabulations-and-proposal-registers,Bid tabs within 24–48 hrs,lump sum,project,per opening,—,PDF,download,all bidders,2021+,public,VERIFIED-URL,verified,
B22,2,commercial_bids,trade_level_bid_results,Clark County School District bid tabulation sheets,CCSD,https://secure.ccsd.net/departments/contracts-procurement-compliance/bids-in-progress,All bidders + amounts next day,lump sum,project,per opening,—,PDF,download,all bidders,multi-year,public,VERIFIED-URL,verified,
B23,2,commercial_bids,trade_level_bid_results,Miami-Dade County Public Schools solicitations; LAUSD formal construction bid results,M-DCPS / LAUSD,https://solicitations.dadeschools.net/defaultcb,Bid results per school project,lump sum,project,continuous,—,HTML/PDF,download,all bidders,?,public,VERIFIED-URL,verified,LAUSD https://procurement.lausd.org/apps/pages/formal-construction
B24,2,commercial_bids,trade_level_bid_results,Utah DFCM bid tabs in U3P-Bonfire (same day); NV SPWD recommendation-to-award; NYCHA awards,various,https://dfcm.utah.gov/construction-management/project-requests-and-approvals/,Tabs inclusive of all bids (UT); award letters (NV); awards (NYCHA),lump sum,project,per opening,—,portal/PDF,download,varies,?,public,PARTIAL,partially verified,
B25,2,commercial_bids,trade_level_bid_results,Not posted: Houston ISD (records request); Texas A&M (on request); Chicago Public Schools (awards only); federal building bid abstracts (award totals only),various,https://www.gsa.gov/forms-library/abstract-offers-construction,No public trade-level data,—,—,—,—,—,—,—,—,public,VERIFIED-NEGATIVE,verified (negative),
B26,2,commercial_bids,trade_level_bid_results,California Subletting & Subcontracting Fair Practices Act (PCC §4100) listed subs,CA,https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?lawCode=PCC&division=2.&title=&part=1.&chapter=4.&article=,Subs > 0.5% listed by name/license on every public bid — no amounts,—,project,per bid,—,—,—,n/a,—,public,VERIFIED-URL,verified,
H01,2,multifamily_cost,hard_cost_data,HUD-92331-B trade cost breakdown (CSI-division schedule attached to HUD-92330-A),HUD,https://www.hud.gov/sites/documents/doc_20668.pdf,Canonical division-level actual cost schedule; filed forms FOIA-only,$/division,project,—,—,PDF form,FOIA,n/a,—,public domain,VERIFIED-URL,verified,92330 https://www.hud.gov/sites/dfiles/OCHCO/documents/92330.pdf ; 92330-A …/92330-a.pdf ; worked example https://ahacpa.org/resources/_free/cost-cert-contractor.pdf
H02,2,multifamily_cost,hard_cost_data,HUD Insured Multifamily Mortgages + Firm Commitments/Initial Endorsements (FY2001+),HUD,https://www.hud.gov/hud-partners/multifamily-data,"Loan-level: units, mortgage amount, location, endorsement dates, SOA — no cost breakdown/SF/type",$,project,monthly/quarterly,—,XLSX,download,n/a,FY2001+,public domain,VERIFIED-URL,verified,
H03,2,multifamily_cost,hard_cost_data,"HUD-92264 appraisal form (building type, GFA, NRA, replacement cost) — not published",HUD,https://www.hud.gov/sites/dfiles/OCHCO/documents/92264.pdf,Field schema only,—,project,—,—,PDF form,FOIA,n/a,—,public domain,VERIFIED-URL,verified,
H04,2,multifamily_cost,hard_cost_data,TX TDHCA individually imaged full 9% applications (Development Cost Schedule),TDHCA,https://tdhca.texas.gov/competitive-9-housing-tax-credits,Per-project cost schedule inside imaged application; archive of prior cycles,$/line item,project/county,annual,—,PDF (native XLS),download,n/a,multi-year,public,VERIFIED-URL,verified,archive https://www.tdhca.texas.gov/9-competitive-housing-tax-credits-archive
H05,2,multifamily_cost,hard_cost_data,CA CTCAC received applications (Excel worksheets posted as PDF each round) + staff reports,CTCAC,https://www.treasurer.ca.gov/ctcac/applications,Sources & Uses with construction cost breakdown per project,$/line item,project/county,per round,—,PDF,download,n/a,~12+ years,public,VERIFIED-URL,verified,staff reports https://www.treasurer.ca.gov/ctcac/meeting/staff
H06,2,multifamily_cost,hard_cost_data,FL FHFC RFA submitted applications (full packages incl. Development Cost Pro Forma),FHFC,https://www.floridahousing.org/programs/developers-multifamily-programs/competitive/rfa-submitted-applications,Per-project cost pro forma; enumerable URL Download?appNumber=…&docType=APP+PACKAGE,$/line item,project/county,per RFA,—,PDF,download,n/a,2023+ seen,public,VERIFIED-URL,verified,
H07,2,multifamily_cost,hard_cost_data,Virginia Housing tax credit application archive (9% + 4%),Virginia Housing,https://www.virginiahousing.com/en/partners/rental-housing/housing-tax-credit-application-archive,Reservation applications + market studies per project by year,$/line item,project/county,annual,—,PDF (from XLSX),download,n/a,2023–2025 seen,public,VERIFIED-URL,verified,
H08,2,multifamily_cost,hard_cost_data,WA Commerce Housing Trust Fund cost data reports,WA Commerce,https://www.commerce.wa.gov/housing-policy/housing-reports/,Median cost/unit 2019 $207k → 2022 $316k → 2023 $302k; King Co. $357k vs rural $222k,$/unit,county/region,biennial (was annual),—,PDF,download,n/a,2019–2023,public,VERIFIED-URL,verified,
H09,2,multifamily_cost,hard_cost_data,MN Housing cost containment reports (predictive model on 2003–2024 deals),MN Housing,https://mnhousing.gov/documents/52434/2024-cost-containment-report-final-11132024/view,TDC/unit by segment (new/rehab; metro/Greater MN; LIHTC/non),$/unit,segment,annual,—,PDF,download,n/a,2003–2024,public,VERIFIED-URL,verified,
H10,2,multifamily_cost,hard_cost_data,CO CHFA Affordable Housing Development Cost Dashboard,CHFA,https://www.chfainfo.com/chfa-news/12152021-affordable-housing-dev-dashboard,"$/unit and $/SF by year, region, credit type, resident population, development type (5-yr avg $289,737/unit; $286/SF)",$/unit $/SF,region,refresh unconfirmed,—,BI dashboard,web,n/a,5-yr,public,VERIFIED-URL,verified,
H11,2,multifamily_cost,hard_cost_data,WSHFC annual Affordable Housing Cost Data Report; OHFA cost containment standards; MSHDA cost cert guide; IHDA lists; PHFA; NCHFA; GA DCA (cost certifications category); MD DHCD Guide to Project Development Costs (taxonomy),various HFAs,https://dhcd.maryland.gov/HousingDevelopment/Documents/mfresources/MFH-Guide-Project-Development-Costs.pdf,"Standards, guides, lists; no per-project repositories confirmed",—,state,annual,—,PDF,download,n/a,—,public,PARTIAL,partially verified,
H12,2,multifamily_cost,hard_cost_data,RAND High Cost of Producing Multifamily Housing in California (2025) — Appendix Table A.18 wrap sub-bid deltas,RAND,https://www.rand.org/content/dam/rand/pubs/research_reports/RRA3700/RRA3743-1/RAND_RRA3743-2.pdf,Sub-bid hard cost differences per NRSF for two concurrent wrap projects (CA vs TX); fees $1k TX / $12k CO / $29k CA per unit,$/NRSF,project pair,one-off,—,PDF,download,n/a,2025,free,VERIFIED-URL,verified,
H13,2,multifamily_cost,hard_cost_data,Terner Center Hard Costs of Construction (240 CA multifamily projects 2009–2018; line-item level),Terner,https://ternercenter.berkeley.edu/wp-content/uploads/2020/08/Hard_Construction_Costs_March_2020.pdf,Per-SF hard cost trends; dataset unpublished,$/SF,project,one-off,—,PDF,download,n/a,2009–2018,free,VERIFIED-URL,verified,
H14,2,multifamily_cost,hard_cost_data,NMHC/NAHB Cost of Regulations 2022 (regulation = 40.6% of MF TDC); SDHC 2025 cost study,NMHC/NAHB; SDHC,https://www.nmhc.org/globalassets/research--insight/research-reports/cost-of-regulations/2022-nahb-nmhc-cost-of-regulations-report.pdf,Cost composition,%,national/portfolio,one-off,—,PDF,download,n/a,2022/2025,free,VERIFIED-URL,verified,
H15,2,multifamily_cost,hard_cost_data,"Apartment REIT development schedules in EDGAR 8-K supplementals (AvalonBay, Camden; Prologis TEI; AMH BTR $250k–$400k/home)",SEC EDGAR,https://www.sec.gov/Archives/edgar/data/915912/000091591224000002/q42023ex-992.htm,"Per-community total capital cost, homes, city → $/unit by project and metro (AVB ~$378k/unit 2025; CPT $361k–$423k)",$/unit,project/metro,quarterly,—,HTML/PDF,download,n/a,15+ years,public,VERIFIED-URL,verified,Camden https://www.sec.gov/Archives/edgar/data/906345/000090634521000007/exhibit992supplementq420.htm
